id,v_type,k,v
4447377449,<type 'str'>,opening_hours,10:00-21:30
4447377449,<type 'str'>,phone,08025125016
4447377449,<type 'str'>,shop,clothes
4447377449,<type 'str'>,website,http://lee.in/
4447380144,<type 'str'>,addr:city,Bangalore
4447380144,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447380144,<type 'str'>,addr:postcode,560076
4447380144,<type 'str'>,addr:street,Bannerghatta Road
4447380144,<type 'str'>,name,Levis
4447380144,<type 'str'>,opening_hours,10:00-21:30
4447380144,<type 'str'>,phone,9916592936
4447380144,<type 'str'>,shop,clothes
4447380144,<type 'str'>,website,http://levi.in
4447380525,<type 'str'>,addr:city,Bangalore
4447380525,<type 'str'>,addr:housenumber,13/A
4447380525,<type 'str'>,addr:postcode,560078
4447380525,<type 'str'>,addr:street,"Wilson Garden Housing Society,, Kothnur Village Main Rd, JP Nagar 7th Phase"
4447380525,<type 'str'>,name,Vita Plus Clinic
4447380525,<type 'str'>,phone,08040944115
4447380525,<type 'str'>,shop,medical_supply
4447380525,<type 'str'>,source,justdial
4447380551,<type 'str'>,addr:city,Bangalore
4447380551,<type 'str'>,addr:postcode,560100
4447380551,<type 'str'>,addr:street,"Electronics City Phase 1, Electronics City,near wipro"
4447380551,<type 'str'>,amenity,police
4447380551,<type 'str'>,name,Electronics City Traffic Police Station
4447380551,<type 'str'>,phone,08022943718
4447381891,<type 'str'>,addr:city,Bangalore
4447381891,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447381891,<type 'str'>,addr:postcode,560076
4447381891,<type 'str'>,addr:street,Bannerghatta Road
4447381891,<type 'str'>,level,2
4447381891,<type 'str'>,name,liberty silks
4447381891,<type 'str'>,opening_hours,10:00-21:30
4447381891,<type 'str'>,phone,8067080286
4447381891,<type 'str'>,shop,clothes
4447381895,<type 'str'>,name,Aiswariya stores
4447383325,<type 'str'>,addr:city,bangalore
4447383325,<type 'str'>,addr:housenumber,9
4447383325,<type 'str'>,addr:postcode,560078
4447383325,<type 'str'>,addr:street,"24th Main Rd, KR Layout, 1st Phase, JP Nagar"
4447383325,<type 'str'>,amenity,hospital
4447383325,<type 'str'>,name,M N Speciality Clinic
4447383325,<type 'str'>,phone,08026530121
4447383325,<type 'str'>,source,justdial
4447384389,<type 'str'>,addr:city,Bangalore
4447384389,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu,"
4447384389,<type 'str'>,addr:postcode,560076
4447384389,<type 'str'>,addr:street,Bannerghatta Road
4447384389,<type 'str'>,level,0
4447384389,<type 'str'>,name,louis phillipe
4447384389,<type 'str'>,opening_hours,10:00-21:30
4447384389,<type 'str'>,phone,08067080183
4447384389,<type 'str'>,shop,clothes
4447384389,<type 'str'>,website,https://www.louisphilippe.com
4447395895,<type 'str'>,addr:city,Bangalore
4447395895,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu,"
4447395895,<type 'str'>,addr:postcode,560076
4447395895,<type 'str'>,addr:street,Bannerghatta Road
4447395895,<type 'str'>,name,mother earth
4447395895,<type 'str'>,opening_hours,10:00-21:30
4447395895,<type 'str'>,phone,08065393999
4447395895,<type 'str'>,shop,clothes
4447395895,<type 'str'>,website,www.motherearth.co.in
4447395896,<type 'str'>,addr:city,Bangalore
4447395896,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu,"
4447395896,<type 'str'>,addr:postcode,560076
4447395896,<type 'str'>,addr:street,Bannerghatta Road
4447395896,<type 'str'>,level,0
4447395896,<type 'str'>,name,mother earth
4447395896,<type 'str'>,opening_hours,10:00-21:30
4447395896,<type 'str'>,phone,08065393999
4447395896,<type 'str'>,shop,clothes
4447395896,<type 'str'>,website,www.motherearth.co.in
4447397235,<type 'str'>,addr:city,Bangalore
4447397235,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447397235,<type 'str'>,addr:postcode,560076
4447397235,<type 'str'>,addr:street,Bannerghatta Road
4447397235,<type 'str'>,level,1
4447397235,<type 'str'>,name,peter england
4447397235,<type 'str'>,opening_hours,10:00-21:30
4447397235,<type 'str'>,phone,08067080161
4447397235,<type 'str'>,shop,clothes
4447397235,<type 'str'>,website,https://www.peterengland.com
4447398132,<type 'str'>,addr:city,bengaluru
4447398132,<type 'str'>,addr:postcode,560103
4447398132,<type 'str'>,addr:street,Below bellandur ring road bridge
4447398132,<type 'str'>,highway,bus_stop
4447398132,<type 'str'>,name,Bellandur Bus Stop
4447398132,<type 'unicode'>,name:kn,ಬೆಳ್ಳಂದೂರು
4447398385,<type 'str'>,addr:city,Bengalore
4447398385,<type 'str'>,addr:housenumber,D-14/T
4447398385,<type 'str'>,addr:postcode,560017
4447398385,<type 'str'>,addr:street,"HAL Employees Quarters,Old Airport Road, Near HAL Post Office,Reddypalya"
4447398385,<type 'str'>,amenity,police
4447398385,<type 'str'>,name,HAL Traffic Police Station
4447398385,<type 'str'>,phone,08022943115
4447398385,<type 'str'>,website,NA
4447398762,<type 'str'>,addr:city,Bangalore
4447398762,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447398762,<type 'str'>,addr:postcode,560076
4447398762,<type 'str'>,addr:street,Bannerghatta Road
4447398762,<type 'str'>,level,1
4447398762,<type 'str'>,name,UCB
4447398762,<type 'str'>,opening_hours,10:00-21:30
4447398762,<type 'str'>,phone,9986011137
4447398762,<type 'str'>,shop,clothes
4447398762,<type 'str'>,website,https://world.benetton.com
4447402860,<type 'str'>,addr:city,Bangalore
4447402860,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447402860,<type 'str'>,addr:postcode,560076
4447402860,<type 'str'>,addr:street,Bannerghatta Road
4447402860,<type 'str'>,level,2
4447402860,<type 'str'>,name,show off
4447402860,<type 'str'>,opening_hours,10:00-21:30
4447402860,<type 'str'>,phone,8067080222
4447402860,<type 'str'>,shop,clothes
4447404414,<type 'str'>,addr:city,bengaluru
4447404414,<type 'str'>,addr:housenumber,no 102/1
4447404414,<type 'str'>,addr:street,"behind new vengopala swamy temple opposite sonesta woods,bellandur"
4447404414,<type 'str'>,leisure,sports_centre
4447404414,<type 'str'>,name,Play mania
4447404414,<type 'str'>,opening_hours,6am-12am
4447404414,<type 'str'>,phone,919448790559
4447404414,<type 'str'>,sport,multi
4447404414,<type 'str'>,website,www.playo.co
4447413869,<type 'str'>,addr:city,Bangalore
4447413869,<type 'str'>,addr:postcode,560068
4447413869,<type 'str'>,addr:street,"Madivala Road, 1st Block Koramangala, Koramangala,"
4447413869,<type 'str'>,amenity,police
4447413869,<type 'str'>,name,Madivala Traffic Police Station
4447413869,<type 'str'>,phone,08022943116
4447413869,<type 'str'>,website,NA
4447418152,<type 'str'>,addr:city,Bengaluru
4447418152,<type 'str'>,addr:housenumber,no 13/3B
4447418152,<type 'str'>,addr:street,"devarai besanahali main road,bellandur"
4447418152,<type 'str'>,leisure,sports_centre
4447418152,<type 'str'>,name,kicks on grass
4447418152,<type 'str'>,opening_hours,24.00.00
4447418152,<type 'str'>,phone,919886062456
4447418152,<type 'str'>,website,http://www.justdial.com/Bangalore/Kicks-on-Grass.com
4447422127,<type 'str'>,addr:city,Bangalore
4447422127,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447422127,<type 'str'>,addr:postcode,560076
4447422127,<type 'str'>,addr:street,Bannerghatta Road
4447422127,<type 'str'>,name,van huesen
4447422127,<type 'str'>,opening_hours,10:00-21:30
4447422127,<type 'str'>,phone,8067080181
4447422127,<type 'str'>,shop,clothes
4447422127,<type 'str'>,website,www.vanheusenindia.com
4447422294,<type 'str'>,addr:city,Bengalore
4447422294,<type 'str'>,addr:postcode,560009
4447422294,<type 'str'>,addr:street,"Kempe Gowda Circle, Danvanthri Rd, Majestic,"
4447422294,<type 'str'>,amenity,police
4447422294,<type 'str'>,name,Upparpet Traffic Police Station
4447422294,<type 'str'>,phone,08022942665
4447422294,<type 'str'>,website,NA
4447433758,<type 'str'>,addr:city,bengaluru
4447433758,<type 'str'>,addr:housenumber,"no e952,54/320"
4447433758,<type 'str'>,addr:postcode,560103
4447433758,<type 'str'>,addr:street,"2nd main road,near central mall,bellandur"
4447433758,<type 'str'>,amenity,fuel
4447433758,<type 'str'>,fuel:lpg,yes
4447433758,<type 'str'>,name,Ss Bharatgas Agency
4447433758,<type 'str'>,opening_hours,8am-8pm
4447433758,<type 'str'>,operator,ground visit
4447433758,<type 'str'>,phone,919740771775
4447433758,<type 'str'>,website,http://ebharatgas.com
4447438471,<type 'str'>,addr:city,Bangalore
4447438471,<type 'str'>,addr:housenumber,30
4447438471,<type 'str'>,addr:postcode,560030
4447438471,<type 'str'>,addr:street,"Corporation Complex,1st Floor, Hosur-Lashkar Road, Near-Vijaya Bank, Adugodi"
4447438471,<type 'str'>,amenity,police
4447438471,<type 'str'>,name,Adugodi Traffic Police Station
4447438471,<type 'str'>,phone,08022943119
4447438471,<type 'str'>,website,NA
4447439589,<type 'str'>,addr:city,Bangalore
4447439589,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu,"
4447439589,<type 'str'>,addr:postcode,560076
4447439589,<type 'str'>,addr:street,Bannerghatta Road
4447439589,<type 'str'>,level,2
4447439589,<type 'str'>,name,w
4447439589,<type 'str'>,opening_hours,10:00-21:30
4447439589,<type 'str'>,phone,8067080227
4447439589,<type 'str'>,shop,clothes
4447439589,<type 'str'>,website,www.wforwoman.com
4447444188,<type 'str'>,addr:city,BANGALORE
4447444188,<type 'str'>,addr:street,"basement ,b block salarpuriya touch stone it park kadubessanahalli"
4447444188,<type 'str'>,name,institute of marketing digital
4447444188,<type 'str'>,office,educational_institution
4447444188,<type 'str'>,phone,919066031009
4447444188,<type 'str'>,website,www.institueof marketing.in
4447478342,<type 'str'>,addr:city,Bangalore
4447478342,<type 'str'>,addr:housenumber,"25/4,24/2,25/6"
4447478342,<type 'str'>,addr:postcode,560035
4447478342,<type 'str'>,addr:street,"doddakannelli village,sarjapur main road"
4447478342,<type 'str'>,name,uber
4447478342,<type 'str'>,phone,8049323144
4447478342,<type 'str'>,website,http://www.uberin.in
4447479338,<type 'str'>,addr:city,Bangalore
4447479338,<type 'str'>,addr:postcode,560002
4447479338,<type 'str'>,addr:street,"Cubbon Park Road, Opposite-BBMP Office, Cubbonpet,"
4447479338,<type 'str'>,amenity,police
4447479338,<type 'str'>,name,Halasoorgate Traffic Police Station
4447479338,<type 'str'>,phone,08022942660
4447479338,<type 'str'>,website,NA
4447514124,<type 'str'>,addr:city,Bangalore
4447514124,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447514124,<type 'str'>,addr:postcode,560076
4447514124,<type 'str'>,addr:street,Bannerghatta Road
4447514124,<type 'str'>,level,1
4447514124,<type 'str'>,name,Wrangler
4447514124,<type 'str'>,opening_hours,10:00-21:30
4447514124,<type 'str'>,phone,08067080257
4447514124,<type 'str'>,shop,clothes
4447514124,<type 'str'>,website,www.wrangler.com
4447519985,<type 'str'>,addr:city,Bangalore
4447519985,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447519985,<type 'str'>,addr:postcode,560076
4447519985,<type 'str'>,addr:street,Bannerghatta Road
4447519985,<type 'str'>,level,1
4447519985,<type 'str'>,name,us polo
4447519985,<type 'str'>,opening_hours,10:00-21:30
4447519985,<type 'str'>,phone,8067080121
4447519985,<type 'str'>,shop,clothes
4447519985,<type 'str'>,website,https://www.uspolo.org
4447566378,<type 'str'>,name,Basavanagar
4447566378,<type 'str'>,place,neighbourhood
4447574885,<type 'str'>,addr:city,Bangalore
4447574885,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447574885,<type 'str'>,addr:postcode,560076
4447574885,<type 'str'>,addr:street,Bannerghatta Road
4447574885,<type 'str'>,level,1
4447574885,<type 'str'>,name,VIP lounge
4447574885,<type 'str'>,opening_hours,10:00-21:30
4447574885,<type 'str'>,phone,8067080264
4447574885,<type 'str'>,shop,bag
4447574885,<type 'str'>,website,http://www.vipbags.com/
4447581393,<type 'str'>,addr:city,Bangalore
4447581393,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447581393,<type 'str'>,addr:postcode,560076
4447581393,<type 'str'>,addr:street,Bannerghatta Road
4447581393,<type 'str'>,level,2
4447581393,<type 'str'>,name,BIBA
4447581393,<type 'str'>,opening_hours,10:00-21:30
4447581393,<type 'str'>,phone,08067080020
4447581393,<type 'str'>,shop,clothes
4447581393,<type 'str'>,website,http://www.biba.in/
4447586738,<type 'str'>,addr:city,Bangalore
4447586738,<type 'str'>,addr:housenumber,"Balmuri Main Road, Hulimavu"
4447586738,<type 'str'>,addr:postcode,560076
4447586738,<type 'str'>,addr:street,Bannerghatta Road
4447586738,<type 'str'>,level,0
4447586738,<type 'str'>,name,shopper stop
4447586738,<type 'str'>,opening_hours,10:00-21:30
4447586738,<type 'str'>,phone,8046658301
4447586738,<type 'str'>,shop,clothes
4447586738,<type 'str'>,website,https://www.shoppersstop.com
4447594673,<type 'str'>,addr:housenumber,41
4447594673,<type 'str'>,addr:street,"100 feet road, Koramangala 4th Block"
4447594673,<type 'str'>,amenity,cafe
4447594673,<type 'str'>,description,Pay by the hour. INR 190 for the first hour. INR 3 per minute after that. Food and beverages on the house
4447594673,<type 'str'>,name,Dialogues Cafe
4447594673,<type 'str'>,opening_hours,Mo-Su 10:00-22:00
4447594673,<type 'str'>,phone,09811974842
4447594673,<type 'str'>,website,www.dialoguescafe.com
4447789296,<type 'str'>,addr:housenumber,103
4447789296,<type 'str'>,addr:postcode,560078
4447789296,<type 'str'>,addr:street,19th Cross Road
4447789296,<type 'str'>,name,Ayodhya Nagar
4447789296,<type 'str'>,name:en,Ayodhya Nagar
4447789296,<type 'str'>,name:hi,Ayodhya Nagar
4447789296,<type 'str'>,tourism,hostel
4447835090,<type 'str'>,addr:street,7th Cross Road
4447835090,<type 'str'>,name,Prateek house
4447835090,<type 'str'>,name:en,Prateek house
4447835090,<type 'str'>,tourism,attraction
4447920588,<type 'str'>,name,BN Sreekantaiah and Sons
4447920588,<type 'str'>,shop,supermarket
4447972412,<type 'str'>,addr:city,Bangalore
4447972412,<type 'str'>,addr:housenumber,90/D
4447972412,<type 'str'>,addr:street,"Bommanahalli Circle, Hosur Main Road"
4447972412,<type 'str'>,amenity,hospital
4447972412,<type 'str'>,emergency,yes
4447972412,<type 'str'>,name,Prashanth Hospital
4447972412,<type 'str'>,phone,08041503714
4447972412,<type 'str'>,source,http://yellowpages.sulekha.com/
4447972412,<type 'str'>,website,prashanthhospitals.in
4447978869,<type 'str'>,addr:city,Bangalore
4447978869,<type 'str'>,addr:postcode,560076
4447978869,<type 'str'>,addr:street,"Bannerghatta Road, Near Kalyani Kala Mantap, Bilekahalli, 2nd Cross Rd,, Ram Shetty Nagar, Bilekahalli"
4447978869,<type 'str'>,amenity,hospital
4447978869,<type 'str'>,emergency,yes
4447978869,<type 'str'>,name,Parimala Health Care
4447978869,<type 'str'>,phone,08026583117
4447978869,<type 'str'>,source,http://www.justdial.com/Bangalore/
4447985903,<type 'str'>,addr:city,Bangalore
4447985903,<type 'str'>,addr:housenumber,60/3
4447985903,<type 'str'>,addr:postcode,560100
4447985903,<type 'str'>,addr:street,"Konappana Agrahara, Electronic City, Opp. Infosys Convention Centre, Hosur Main Road"
4447985903,<type 'str'>,amenity,hospital
4447985903,<type 'str'>,emergency,yes
4447985903,<type 'str'>,name,Springleaf Hospital
4447985903,<type 'str'>,phone,08067345000
4447985903,<type 'str'>,source,http://bestofhealthindia.com/
4447985903,<type 'str'>,website,springleaf-healthcare.com
4447996045,<type 'str'>,addr:city,Bangalore
4447996045,<type 'str'>,addr:postcode,560036
4447996045,<type 'str'>,addr:street,"Sri Thimappa Complex, Old Madras Road, KR Puram, Below Syndicate Bank"
4447996045,<type 'str'>,amenity,hospital
4447996045,<type 'str'>,emergency,yes
4447996045,<type 'str'>,name,Patil Hospital
4447996045,<type 'str'>,phone,08025613891
4447996045,<type 'str'>,source,http://www.bangalorean.co.in/
4448075597,<type 'str'>,addr:city,bangalore
4448075597,<type 'str'>,addr:housenumber,"58,59"
4448075597,<type 'str'>,addr:postcode,560029
4448075597,<type 'str'>,addr:street,"3rd Main,KEB Layout, BTM Layout  1"
4448075597,<type 'str'>,amenity,hospital
4448075597,<type 'str'>,emergency,yes
4448075597,<type 'str'>,name,Vijay Diagnostic Centre
4448075597,<type 'str'>,phone,08026684260
4448075597,<type 'str'>,source,http://www.bangalorean.co.in/
4448107135,<type 'str'>,addr:city,Bangalore
4448107135,<type 'str'>,addr:housenumber,26/10
4448107135,<type 'str'>,addr:postcode,560029
4448107135,<type 'str'>,addr:street,"Mosque Road, Bismillanagar, BTM Layout 1st Stage"
4448107135,<type 'str'>,amenity,clinic
4448107135,<type 'str'>,name,Kubra Maternity And Nursing Home
4448107135,<type 'str'>,phone,08026782728
4448107135,<type 'str'>,source,http://www.justdial.com/Bangalore/
4448107135,<type 'str'>,website,kubramaternitynursinghome.in
4448110384,<type 'str'>,addr:city,Bangalore
4448110384,<type 'str'>,addr:housenumber,167
4448110384,<type 'str'>,addr:postcode,560102
4448110384,<type 'str'>,addr:street,"Outer Ring Road, Sector 6, HSR Layout"
4448110384,<type 'str'>,amenity,pharmacy
4448110384,<type 'str'>,name,Focus Diagnostics Centre & Speciality Clinics
4448110384,<type 'str'>,phone,08067085400
4448110384,<type 'str'>,source,http://bestofhealthindia.com/
4448110384,<type 'str'>,website,focushealth.in
4448113329,<type 'str'>,addr:city,Bangalore
4448113329,<type 'str'>,addr:housenumber,94/1
4448113329,<type 'str'>,addr:postcode,560076
4448113329,<type 'str'>,addr:street,"16th Main Road, BTM Layout, IInd Stage, Near Udupi Garden Hotel, BTM 2nd Stage, Kuvempu Nagar, Stage 2, BTM Layout"
4448113329,<type 'str'>,amenity,pharmacy
4448113329,<type 'str'>,name,Anand Diagnostic Laboratory
4448113329,<type 'str'>,phone,08026683415
4448113329,<type 'str'>,source,http://bestofhealthindia.com/
4448113329,<type 'str'>,website,anandlab.com
4448118314,<type 'str'>,addr:city,Bangalore
4448118314,<type 'str'>,addr:housenumber,#3
4448118314,<type 'str'>,addr:postcode,560068
4448118314,<type 'str'>,addr:street,"Ground Floor, 1st Phase, 2nd Stage, Oppo. Ias Colony Ground, BTM Layout, Mahadeshwara Nagar, Stage 2, BTM 2nd Stage"
4448118314,<type 'str'>,amenity,hospital
4448118314,<type 'str'>,emergency,yes
4448118314,<type 'str'>,name,Dr Lal PathLabs
4448118314,<type 'str'>,phone,08040916014
4448118314,<type 'str'>,source,http://www.bangalorean.co.in/
4448118314,<type 'str'>,website,lalpathlabs.com
4448126589,<type 'str'>,highway,bus_stop
4448133411,<type 'str'>,addr:city,Bangalore
4448133411,<type 'str'>,addr:housenumber,"65/8, Third Floor"
4448133411,<type 'str'>,addr:postcode,560102
4448133411,<type 'str'>,addr:street,"H.S.R Agara Circle, Sarjapura, Outer Ring Rd, Agara Village, HSR Layout"
4448133411,<type 'str'>,amenity,hospital
4448133411,<type 'str'>,emergency,yes
4448133411,<type 'str'>,name,Welnext
4448133411,<type 'str'>,phone,919696000222
4448133411,<type 'str'>,source,http://www.justdial.com/Bangalore/
4448133411,<type 'str'>,website,welnext.com
4448143742,<type 'str'>,addr:city,Bangalore
4448143742,<type 'str'>,addr:postcode,560037
4448143742,<type 'str'>,addr:street,"7th cross road, bellandur"
4448143742,<type 'str'>,amenity,place_of_worship
4448143742,<type 'str'>,name,Madduramma temple
4448143742,<type 'str'>,religion,hindu
4448163053,<type 'str'>,addr:city,Bangalore
4448163053,<type 'str'>,addr:postcode,560037
4448163053,<type 'str'>,addr:street,"yemallure,bellandur"
4448163053,<type 'str'>,name,keshawa car guarage
4448163053,<type 'str'>,phone,919845866414
4448163053,<type 'str'>,shop,yes
4448212009,<type 'str'>,addr:city,Bangalore
4448212009,<type 'str'>,addr:housenumber,1/1
4448212009,<type 'str'>,addr:postcode,560037
4448212009,<type 'str'>,addr:street,"vinayaka furits & vegitables, near ganapathi temple,yemallur"
4448212009,<type 'str'>,amenity,atm
4448212009,<type 'str'>,name,ICICI bank ATM
4448212009,<type 'str'>,phone,08033667777
4448212009,<type 'str'>,website,icicibank.com
4448237809,<type 'str'>,addr:city,Bangalore
4448237809,<type 'str'>,addr:postcode,560037
4448237809,<type 'str'>,addr:street,"kariyammana agrahara road,bellandur"
4448237809,<type 'str'>,name,two wheeler machanics
4448237809,<type 'str'>,shop,yes
4448660601,<type 'str'>,addr:city,Bangalore
4448660601,<type 'str'>,addr:housenumber,Balmuri Main Road
4448660601,<type 'str'>,addr:postcode,560076
4448660601,<type 'str'>,addr:street,Bannerghatta Road
4448660601,<type 'str'>,level,1
4448660601,<type 'str'>,name,eye sense
4448660601,<type 'str'>,opening_hours,10:00-21:30
4448660601,<type 'str'>,phone,09844501111
4448660601,<type 'str'>,shop,optician
4448660601,<type 'str'>,website,http://www.eyesense.in/
4448660620,<type 'str'>,addr:city,Bangalore
4448660620,<type 'str'>,addr:housenumber,Balmuri Main Road
4448660620,<type 'str'>,addr:postcode,560076
4448660620,<type 'str'>,addr:street,Bannerghatta Road
4448660620,<type 'str'>,level,3
4448660620,<type 'str'>,name,travel vacation
4448660620,<type 'str'>,opening_hours,10:00-21:30
4448660620,<type 'str'>,phone,08067080100
4448660620,<type 'str'>,shop,travel_agency
4448661878,<type 'str'>,addr:city,Bangalore
4448661878,<type 'str'>,addr:housenumber,Balmuri Main Road
4448661878,<type 'str'>,addr:postcode,560076
4448661878,<type 'str'>,addr:street,Bannerghatta Road
4448661878,<type 'str'>,level,1
4448661878,<type 'str'>,name,swagger
4448661878,<type 'str'>,opening_hours,10:00-21:30
4448661878,<type 'str'>,phone,8025125099
4448661878,<type 'str'>,shop,fashion
4448670452,<type 'str'>,addr:city,Bangalore
4448670452,<type 'str'>,addr:housenumber,Balmuri Main Road
4448670452,<type 'str'>,addr:postcode,560076
4448670452,<type 'str'>,addr:street,Bannerghatta Road
4448670452,<type 'str'>,level,1
4448670452,<type 'str'>,name,max
4448670452,<type 'str'>,opening_hours,10:00-21:30
4448670452,<type 'str'>,phone,8067080000
4448670452,<type 'str'>,shop,clothes
4448670452,<type 'str'>,website,http://www.maxfashionindia.com/
4448671062,<type 'str'>,addr:city,Bangalore
4448671062,<type 'str'>,addr:housenumber,Balmuri Main Road
4448671062,<type 'str'>,addr:postcode,560076
4448671062,<type 'str'>,addr:street,Bannerghatta Road
4448671062,<type 'str'>,level,1
4448671062,<type 'str'>,name,Reliance trends
4448671062,<type 'str'>,opening_hours,10:00-21:30
4448671062,<type 'str'>,phone,8067080235
4448671062,<type 'str'>,shop,clothes
4448671062,<type 'str'>,website,www.reliancetrends.com
4448671579,<type 'str'>,addr:city,Bangalore
4448671579,<type 'str'>,addr:housenumber,Balmuri Main Road
4448671579,<type 'str'>,addr:postcode,560076
4448671579,<type 'str'>,addr:street,Bannerghatta Road
4448671579,<type 'str'>,level,2
4448671579,<type 'str'>,name,affinity salon
4448671579,<type 'str'>,opening_hours,10:00-21:30
4448671579,<type 'str'>,phone,8067080199
4448671579,<type 'str'>,shop,beauty
4448671579,<type 'str'>,website,http://affinitysalon.com/
4448672308,<type 'str'>,addr:city,Bangalore
4448672308,<type 'str'>,addr:housenumber,Balmuri Main Road
4448672308,<type 'str'>,addr:postcode,560076
4448672308,<type 'str'>,addr:street,Bannerghatta Road
4448672308,<type 'str'>,level,1
4448672308,<type 'str'>,name,body shop
4448672308,<type 'str'>,opening_hours,10:00-21:30
4448672308,<type 'str'>,phone,8067080261
4448672308,<type 'str'>,shop,beauty
4448672308,<type 'str'>,website,http://www.thebodyshop.in/
4448673212,<type 'str'>,addr:city,Bangalore
4448673212,<type 'str'>,addr:housenumber,"Balmuri Main Road,"
4448673212,<type 'str'>,addr:postcode,560076
4448673212,<type 'str'>,addr:street,Bannerghatta Road
4448673212,<type 'str'>,level,2
4448673212,<type 'str'>,name,health and glow
4448673212,<type 'str'>,opening_hours,10:00-21:30
4448673212,<type 'str'>,phone,08067080100
4448673212,<type 'str'>,shop,cosmetics
4448673212,<type 'str'>,website,www.healthandglow.in
4448675649,<type 'str'>,addr:city,Bangalore
4448675649,<type 'str'>,addr:housenumber,Balmuri Main Road
4448675649,<type 'str'>,addr:postcode,560076
4448675649,<type 'str'>,addr:street,Bannerghatta Road
4448675649,<type 'str'>,level,0
4448675649,<type 'str'>,name,new U
4448675649,<type 'str'>,opening_hours,10:00-21:30
4448675649,<type 'str'>,phone,08067080100
4448675649,<type 'str'>,shop,cosmetics
4448675649,<type 'str'>,website,www.newu.in
4448676192,<type 'str'>,addr:city,Bangalore
4448676192,<type 'str'>,addr:housenumber,Balmuri Main Road
4448676192,<type 'str'>,addr:postcode,560076
4448676192,<type 'str'>,addr:street,Bannerghatta Road
4448676192,<type 'str'>,level,2
4448676192,<type 'str'>,name,home stop
4448676192,<type 'str'>,opening_hours,10:00-21:30
4448676192,<type 'str'>,phone,08043401500
4448676192,<type 'str'>,shop,clothes
4448676192,<type 'str'>,website,www.shoppersstop.com
4448806479,<type 'str'>,addr:city,Bengaluru
4448806479,<type 'str'>,addr:postcode,560034
4448806479,<type 'str'>,addr:street,5th Main Road
4448806479,<type 'str'>,amenity,restaurant
4448806479,<type 'str'>,cuisine,regional
4448806479,<type 'str'>,delivery,yes
4448806479,<type 'str'>,name,Ira Residency
4448806479,<type 'str'>,opening_hours,07:00 to 23:00
4448806479,<type 'str'>,phone,08025727656
4448806479,<type 'str'>,smoking,no
4448806479,<type 'str'>,takeaway,yes
4448886964,<type 'str'>,addr:city,bangalore
4448886964,<type 'str'>,addr:housenumber,"39/13,"
4448886964,<type 'str'>,addr:postcode,560102
4448886964,<type 'str'>,addr:street,"5th Cross, Near Ibblur Bus Stop, Outer Ring Rd, Agara Village, Sector 4, HSR Layou"
4448886964,<type 'str'>,amenity,restaurant
4448886964,<type 'str'>,cuisine,regional
4448886964,<type 'str'>,delivery,yes
4448886964,<type 'str'>,name,Ira Residency
4448886964,<type 'str'>,phone,08025727656
4448886964,<type 'str'>,smoking,no
4448886964,<type 'str'>,takeaway,yes
4448914176,<type 'str'>,addr:city,Bengaluru
4448914176,<type 'str'>,addr:housenumber,39/13
4448914176,<type 'str'>,addr:postcode,560102
4448914176,<type 'str'>,addr:street,"5th Cross, Near Ibblur Bus Stop, Outer Ring Rd, Agara Village, Sector 4, HSR Layout"
4448914176,<type 'str'>,amenity,restaurant
4448914176,<type 'str'>,cuisine,regional
4448914176,<type 'str'>,delivery,yes
4448914176,<type 'str'>,name,Ira Residency
4448914176,<type 'str'>,smoking,no
4448914176,<type 'str'>,takeaway,yes
4449043093,<type 'str'>,amenity,atm
4449043093,<type 'str'>,operator,Indian Overseas Bank
4449251990,<type 'str'>,amenity,atm
4449251990,<type 'str'>,operator,KVB
4449291791,<type 'str'>,amenity,bank
4449291791,<type 'str'>,name,HDFC
4449291791,<type 'str'>,name:en,HDFC
4449299392,<type 'str'>,amenity,atm
4449299392,<type 'str'>,operator,ICICI
4449319091,<type 'str'>,addr:housenumber,60/4
4449319091,<type 'str'>,addr:postcode,560100
4449319091,<type 'str'>,addr:street,Hosur Road
4449319091,<type 'str'>,amenity,bank
4449319091,<type 'str'>,name,Andhra Bank
4449319091,<type 'str'>,name:en,Andhra Bank
4449337790,<type 'str'>,amenity,bank
4449337790,<type 'str'>,name,SBI
4449337790,<type 'str'>,name:en,SBI
4449359089,<type 'str'>,addr:street,3rd Cross Road
4449359089,<type 'str'>,amenity,bank
4449359089,<type 'str'>,name,ICICI BANK
4449359089,<type 'str'>,name:en,ICICI BANK
